SKU Pai,SKU Variação,Nome do Produto,Nome da Variação,Valor da Variação,Categoria (referência interna),Descrição do Produto,Marca,Preço (R$),Preço Original em Ienes (referência),Estoque,Peso(kg),Comprimento(cm),Largura(cm),Altura(cm),Dias de Preparação,Imagem de Capa,Imagem 2,Imagem 3,Imagem 4,Imagem 5,Imagem 6,Imagem 7,Imagem 8,Observações
JE-PET-0005,JE-PET-0005,Doggyman Hitokuchi Dice Sasami.  com Queijo – Petisco para Cães 300g 3 Unidade ,,Padrão,Pet,"Petisco japonês premium para cães, feito com frango sasami (peito de frango) e queijo, cortado em pequenos cubos macios que facilitam o consumo e o treinamento. Ideal para recompensar seu cão no dia a dia com muito sabor e praticidade.  🐶 Principais benefícios:  * Cubinhos macios e fáceis de mastigar. * Rico em proteína de frango. * Ideal para treinamento e recompensas. * Alta palatabilidade, mesmo para cães mais exigentes. * Tamanho perfeito para oferecer em pequenas porções. * Ajuda a fortalecer o vínculo entre tutor e pet.  🧀🐔 Ingredientes em destaque:  * Frango Sasami: proteína magra e saborosa. * Queijo: adiciona um sabor especial que os cães adoram.  ✨ Diferenciais:  * Produzido no Japão. * Textura macia, adequada para cães de diferentes idades. * Fácil de transportar para passeios e treinamentos. * Embalagem com fechamento prático para conservar a qualidade do produto.  🍽️ Modo de uso: Ofereça como petisco entre as refeições ou durante sessões de adestramento. Ajuste a quantidade de acordo com o porte e a atividade do animal.  Conteúdo: 300g  Indicado para: Cães de todos os portes e raças.",Sem Marca,97.51,3000,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705821/nikkeybox/products/doggyman-hitokuchi-dice-sasami-com-queij-yyz8/hvm6elkgngc8bkgafws8.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705824/nikkeybox/products/doggyman-hitokuchi-dice-sasami-com-queij-yyz8/al9sngua7e6lnwz8y2on.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705828/nikkeybox/products/doggyman-hitokuchi-dice-sasami-com-queij-yyz8/ntr2ezb994ohxlkqswse.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705831/nikkeybox/products/doggyman-hitokuchi-dice-sasami-com-queij-yyz8/yhmdwqu0jxnirvvoczeg.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705835/nikkeybox/products/doggyman-hitokuchi-dice-sasami-com-queij-yyz8/oiditlhwhqvqbxoonkur.webp",,,,
JE-PET-0006,JE-PET-0006,Doggyman Petisco de Língua Bovina – 300g,,Padrão,Pet,"Petisco premium japonês para cães, elaborado com língua bovina e ingredientes selecionados para proporcionar sabor irresistível e uma textura macia. Ideal para recompensar, treinar ou oferecer como agrado especial ao seu melhor amigo.  🐶 Principais benefícios:  * Feito com língua bovina de alta qualidade. * Textura macia e fácil de mastigar. * Alta palatabilidade, agradando até os cães mais exigentes. * Ideal para treinamento e recompensas diárias. * Auxilia na diversão e enriquecimento da rotina do pet. * Sem conservantes, corantes ou antioxidantes artificiais.  🥩 Ingrediente em destaque:  * Língua Bovina: rica em sabor e muito apreciada pelos cães.  ✨ Diferenciais:  * Contém glucosamina, condroitina e colágeno. * Produzido no Japão. * Embalagem econômica com 300g. * Dividido em 3 pacotes de 100g para melhor conservação. * Textura suave que facilita o consumo.  🍽️ Modo de uso: Ofereça como petisco entre as refeições ou como recompensa durante o treinamento. Ajuste a quantidade conforme o porte e a rotina do seu cão.  Conteúdo: 300g (3 embalagens de 100g).  Indicado para: Cães de todos os portes e raças.",Sem Marca,58.57,1800,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705827/nikkeybox/products/doggyman-petisco-de-lingua-bovina-300g-4uj3/njeto41bpckfl0sqvcz7.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705831/nikkeybox/products/doggyman-petisco-de-lingua-bovina-300g-4uj3/nfxkhqddpnlhy3bxbnez.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705833/nikkeybox/products/doggyman-petisco-de-lingua-bovina-300g-4uj3/t711nyniiuxmiwubf5s6.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705836/nikkeybox/products/doggyman-petisco-de-lingua-bovina-300g-4uj3/jzhw6ixxebxtkxpernf5.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705839/nikkeybox/products/doggyman-petisco-de-lingua-bovina-300g-4uj3/htlss7mfw0odtuw55vam.webp",,,,
JE-PET-0007,JE-PET-0007,Doggyman Soft Slicker Brush S – Escova Removedora de Pelos para Cães e Gatos,,Padrão,Pet,"Escova japonesa desenvolvida para remover pelos soltos, desembaraçar a pelagem e manter cães e gatos sempre bem cuidados. Suas cerdas finas com pontas protegidas ajudam a alcançar os pelos mortos sem agredir a pele do animal, proporcionando uma escovação confortável e eficiente.  🐶🐱 Principais benefícios:  * Remove pelos soltos e mortos com facilidade. * Ajuda a prevenir nós e emaranhados. * Mantém a pelagem mais limpa, macia e saudável. * Proporciona uma massagem suave durante a escovação. * Reduz o acúmulo de pelos pela casa. * Ideal para cuidados diários.  ✨ Diferenciais:  * Cerdas macias com pontas arredondadas para maior conforto. * Sistema prático para remoção dos pelos acumulados na escova. * Cabo ergonômico com acabamento antiderrapante. * Tratamento antibacteriano no material. * Produzida pela tradicional marca japonesa Doggyman.  🫧 Modo de uso: Escove delicadamente no sentido do crescimento dos pelos. Após o uso, remova os pelos acumulados na escova para mantê-la sempre limpa.  📦 Conteúdo: 1 escova Doggyman Soft Slicker Brush S.  Indicado para: Cães e gatos de pequeno e médio porte, especialmente com pelos médios ou longos.",Sem Marca,110.49,3400,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705839/nikkeybox/products/doggyman-soft-slicker-brush-s-escova-rem-g065/q0mrw8qoyyjxsvb2zfou.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705841/nikkeybox/products/doggyman-soft-slicker-brush-s-escova-rem-g065/e3g7bh4nhz6gq0ihvowo.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705843/nikkeybox/products/doggyman-soft-slicker-brush-s-escova-rem-g065/yudmp1ngfe5usgsqlumj.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705845/nikkeybox/products/doggyman-soft-slicker-brush-s-escova-rem-g065/bglx0prsmqbo634flrcf.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705847/nikkeybox/products/doggyman-soft-slicker-brush-s-escova-rem-g065/oyk58gxsbwzv2c2e5pe1.webp",,,,
JE-COS-0185,JE-COS-0185,Elizavecca CER-100 Collagen Ceramide Coating Protein Treatment – 100 ml,,Padrão,Cosméticos,"Tratamento capilar intensivo desenvolvido para reparar cabelos secos, danificados e quimicamente tratados. Sua fórmula com colágeno, ceramidas e proteínas ajuda a fortalecer a fibra capilar, reduzindo o ressecamento, a quebra e o frizz, deixando os fios mais macios, brilhantes e saudáveis.  ✨ Benefícios:  * Repara cabelos danificados e fragilizados. * Hidrata profundamente e nutre os fios. * Fortalece a fibra capilar, reduzindo a quebra. * Controla o frizz e melhora a maciez. * Proporciona brilho intenso e toque sedoso.  📌 Modo de usar: Após lavar os cabelos, aplique no comprimento e nas pontas, deixe agir de 5 a 20 minutos e enxágue. Pode ser usado de 1 a 2 vezes por semana, conforme a necessidade dos fios.",Sem Marca,70.90,2180,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0184,JE-COS-0184,Elizavecca CER-100 Collagen Coating Hair Muscle Spray – 200 ml,,Padrão,Cosméticos,"Spray leave-in enriquecido com colágeno hidrolisado e proteínas, desenvolvido para hidratar, fortalecer e proteger os fios. Forma uma camada protetora que ajuda a reduzir o frizz, controlar o ressecamento e deixar o cabelo mais macio, brilhante e fácil de pentear.  ✨ Benefícios:  * Hidrata e nutre os fios sem pesar. * Ajuda a reparar cabelos danificados. * Reduz o frizz e melhora o brilho. * Protege contra o calor do secador e da chapinha. * Facilita o desembaraço e deixa os cabelos mais sedosos.  📌 Modo de usar: Borrife nos cabelos úmidos ou secos, concentrando o produto no comprimento e nas pontas. Não é necessário enxaguar. Pode ser usado diariamente.",Sem Marca,102.38,3150,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-PET-0008,JE-PET-0008,Escova Massageadora para Cães e Gatos,,Padrão,Pet,"Escova desenvolvida para remover pelos soltos, desembaraçar e proporcionar uma agradável massagem durante a escovação. Suas cerdas com pontas arredondadas ajudam a cuidar da pelagem sem machucar a pele do pet, tornando o momento de higiene mais confortável e relaxante.  🐶🐱 Principais benefícios:  * Remove pelos mortos e reduz a queda de pelos pela casa. * Ajuda a desembaraçar nós e emaranhados. * Estimula a circulação através da massagem suave. * Mantém a pelagem mais bonita e saudável. * Fácil de usar e limpar. * Cabo anatômico para maior conforto durante o uso.  ✨ Diferenciais:  * Cerdas flexíveis com pontas protetoras. * Design ergonômico e leve. * Ideal para uso diário. * Adequada para cães e gatos de diversos portes.  🫧 Modo de uso: Escove suavemente no sentido do crescimento dos pelos. Utilize regularmente para manter a pelagem limpa, macia e livre de pelos soltos.  Indicado para: Cães e gatos de pelo curto, médio ou longo.  📦 Conteúdo: 1 escova massageadora para pets.",Sem Marca,149.43,4600,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705841/nikkeybox/products/escova-massageadora-para-caes-e-gatos-pmm7/smrvj5mryxu6ha0ysrbi.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705843/nikkeybox/products/escova-massageadora-para-caes-e-gatos-pmm7/wo2qf7xmqjffkj7vu3ak.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705847/nikkeybox/products/escova-massageadora-para-caes-e-gatos-pmm7/f5folxgs8q1nn3fgwyra.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705849/nikkeybox/products/escova-massageadora-para-caes-e-gatos-pmm7/r8ysodqfevvcf6leiv7w.webp",,,,,
JE-COS-0034,JE-COS-0034,Eyebon W Vitamin Eye Wash 500ml,,Padrão,Cosméticos,"Solução japonesa para lavagem dos olhos, desenvolvida para remover impurezas, poeira, resíduos de maquiagem e aliviar o cansaço ocular. Enriquecida com vitaminas B6 e B12, ajuda a refrescar e cuidar dos olhos após um longo dia.  ✔ Limpeza suave dos olhos ✔ Com vitaminas B6 e B12 ✔ Sensação refrescante e confortável ✔ Auxilia na remoção de impurezas e resíduos ✔ Ideal para uso após retirar as lentes de contato  Olhos limpos, refrescados e com sensação de bem-estar todos os dias.",Sem Marca,97.51,3000,999,1.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781771395/nikkeybox/products/eyebon-w-vitamin-500ml-lavagem-e-higiene-o336/upumslpdeitbudfr8yud.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781771397/nikkeybox/products/eyebon-w-vitamin-500ml-lavagem-e-higiene-o336/aouaem57vpqjqijowszf.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781771398/nikkeybox/products/eyebon-w-vitamin-500ml-lavagem-e-higiene-o336/q6ifiph9szdix3zyqjd3.jpg",,,,,,
JE-COS-0035,JE-COS-0035,Fino Premium Touch  hair mask (230g),,Padrão,Cosméticos,"Máscara capilar japonesa de tratamento intensivo que hidrata profundamente e ajuda a reparar os danos causados por químicas, calor e ressecamento. Deixa os fios mais macios, brilhantes e fáceis de pentear.  ✔ Hidratação profunda ✔ Repara cabelos danificados ✔ Reduz o frizz e o ressecamento ✔ Deixa os fios macios e brilhantes ✔ Ideal para todos os tipos de cabelo  Cabelos sedosos, saudáveis e com brilho intenso desde a primeira aplicação.",Sem Marca,47.21,1450,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781771706/nikkeybox/products/fino-premium-touch-hair-mask-mascara-cap-9yty/duwtmowkfkxfn5dxaqiu.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781771706/nikkeybox/products/fino-premium-touch-hair-mask-mascara-cap-9yty/g84t4xyf4gxwptv8bhu8.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1783952741/nikkeybox/products/fino-premium-touch-hair-mask-mascara-cap-9yty/zw1pctvrifqfdplmvqkt.jpg",,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0036,JE-COS-0036,Fino Premium Touch Hair Mask Refil,,Padrão,Cosméticos,"Versão refil da famosa máscara capilar japonesa Fino Premium Touch. Proporciona hidratação intensa, reparação dos fios danificados e brilho duradouro, deixando o cabelo mais macio, sedoso e saudável.  ✔ Reposição econômica da máscara Fino ✔ Hidratação profunda e nutrição intensa ✔ Ajuda a reparar danos e pontas ressecadas ✔ Reduz o frizz e melhora a maciez ✔ Ideal para cabelos secos ou quimicamente tratados  Cabelos mais fortes, brilhantes e sedosos a cada aplicação.",Sem Marca,175.39,5400,999,1.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781771982/nikkeybox/products/fino-premium-touch-hair-mask-refil-700g-8jwd/mgoodeuhp2uqmfakajg3.jpg",,,,,,,,
JE-COS-0037,JE-COS-0037,Fino Premium Touch Hair Oil,,Padrão,Cosméticos,"Óleo capilar japonês desenvolvido para hidratar, nutrir e proteger os fios contra o ressecamento. Sua fórmula leve ajuda a controlar o frizz, proporciona brilho intenso e deixa o cabelo macio sem pesar.  ✔ Nutrição e hidratação dos fios ✔ Controle do frizz ✔ Brilho intenso e toque sedoso ✔ Textura leve, sem efeito oleoso ✔ Ideal para cabelos secos e danificados  Cabelos mais macios, alinhados e radiantes todos os dias.",Sem Marca,76.42,2350,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781772333/nikkeybox/products/fino-premium-touch-hair-oil-oleo-capilar-cyhb/jb18srg5eeby5bghsalf.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781772335/nikkeybox/products/fino-premium-touch-hair-oil-oleo-capilar-cyhb/ea1ehn7dvhjkym59lvhi.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781772336/nikkeybox/products/fino-premium-touch-hair-oil-oleo-capilar-cyhb/grrnfrb8ghgpjxqtxbq2.jpg",,,,,,
JE-COS-0038,JE-COS-0038,Fino Premium Touch Hair Oil Serum Airy Smooth,,Padrão,Cosméticos,"Sérum capilar leve que ajuda a hidratar, controlar o frizz e deixar os fios mais soltos e sedosos. Sua fórmula não pesa nos cabelos, proporcionando brilho natural e toque macio.  ✔ Hidratação leve e duradoura ✔ Controle do frizz e dos fios arrepiados ✔ Brilho natural e toque sedoso ✔ Não deixa os cabelos pesados ✔ Ideal para uso diário  Fios leves, alinhados e com movimento natural todos os dias.",Sem Marca,84.53,2600,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781772565/nikkeybox/products/fino-premium-touch-hair-oil-serum-airy-s-b8yc/g6xnz78okegkovmuetdr.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781772567/nikkeybox/products/fino-premium-touch-hair-oil-serum-airy-s-b8yc/dm55cfcapumu7q7asun0.jpg",,,,,,,
JE-COS-0039,JE-COS-0039,Kit Fino Premium Touch Shampoo + Condicionador,,Padrão,Cosméticos,"Kit de cuidados capilares desenvolvido para limpar, hidratar e nutrir os fios diariamente. Sua fórmula com sérum de beleza ajuda a deixar os cabelos mais macios, brilhantes e saudáveis, reduzindo o ressecamento e o frizz.  ✔ Limpeza suave e eficaz ✔ Hidratação e nutrição dos fios ✔ Cabelos mais macios e sedosos ✔ Brilho intenso e toque suave ✔ Ideal para uso diário  Um cuidado completo para cabelos mais fortes, saudáveis e radiantes.",Sem Marca,194.86,6000,999,1.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781772792/nikkeybox/products/fino-premium-touch-shampoo-conditioner-k-p157/q7thomxibesy3nuqxkqo.jpg",,,,,,,,
JE-DOC-0013,JE-DOC-0013,Furikake Marumiya Noritama,,Padrão,Doces & Chás,"O Noritama é um dos furikakes mais tradicionais e populares do Japão. Feito com uma deliciosa combinação de alga nori crocante, ovo temperado e ingredientes selecionados, transforma qualquer refeição em uma experiência saborosa e prática.  ✨ Características:  * Tradicional furikake japonês sabor alga e ovo * Textura crocante e sabor suave * Ideal para arroz, onigiri, macarrão e bentôs * Fonte de cálcio proveniente das algas * Embalagem econômica com fechamento reutilizável  🍚 Como usar: Basta polvilhar sobre arroz quente, mingaus, macarrão, saladas ou utilizar como recheio de onigiri.",Sem Marca,22.88,700,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705855/nikkeybox/products/furikake-marumiya-noritama-2-unidade-0oix/yoqkwd8hldqml8j2vxks.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705857/nikkeybox/products/furikake-marumiya-noritama-2-unidade-0oix/lpb3rn05yuzrn31jvbcn.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705860/nikkeybox/products/furikake-marumiya-noritama-2-unidade-0oix/juqtrgl7ou6e5mgzovw0.webp",,,,,,
JE-COS-0040,JE-COS-0040,Gatsby Moist-Type Shaving Gel,,Padrão,Cosméticos,"Gel de barbear hidratante que proporciona um deslizar suave da lâmina, ajudando a reduzir irritações e o ressecamento da pele. Sua fórmula com agentes hidratantes deixa a pele macia e confortável após o barbear.  ✔ Barbear suave e preciso ✔ Ajuda a prevenir irritações ✔ Hidrata e protege a pele ✔ Textura transparente para melhor visualização ✔ Ideal para uso diário  Mais conforto, hidratação e praticidade para o seu barbear.",Sem Marca,32.61,1000,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781773026/nikkeybox/products/gatsby-moist-type-shaving-gel-gel-de-bar-2q42/x891sd79chuonersypep.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781773028/nikkeybox/products/gatsby-moist-type-shaving-gel-gel-de-bar-2q42/l8sx73qqbelizx0uj5up.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781773029/nikkeybox/products/gatsby-moist-type-shaving-gel-gel-de-bar-2q42/bpkcb3znclqs9ho7xy93.jpg",,,,,,
JE-DOC-0015,JE-DOC-0015,Glico Pretz Roast Salt Butter ,,Padrão,Doces & Chás,"Experimente o delicioso Pretz sabor manteiga tostada com sal da Glico! Um snack japonês assado e crocante que combina o sabor intenso da manteiga dourada com um leve toque salgado, proporcionando uma experiência única e irresistível.  ✅ Sabor de manteiga tostada e sal ✅ Palitos assados e crocantes ✅ Contém grãos integrais ✅ Embalagem com 2 pacotes internos ✅ Importado do Japão",Sem Marca,22.88,700,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705862/nikkeybox/products/glico-pretz-roast-salt-butter-palitos-cr-x8u6/vntznuhbvnutpjuju4ks.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705864/nikkeybox/products/glico-pretz-roast-salt-butter-palitos-cr-x8u6/ap8kzsjnhzllj527dy21.webp",,,,,,,
JE-DOC-0016,JE-DOC-0016,Glico Pretz Salada – Palitos Crocantes ,,Padrão,Doces & Chás,"O clássico snack japonês da Glico! Os Pretz são palitos assados super crocantes, temperados com uma combinação equilibrada de vegetais e sal marinho, proporcionando um sabor leve e irresistível.  Características: ✨ Palitos assados e crocantes. ✨ Tempero sabor salada com toque de vegetais. ✨ Feito com sal marinho de alta qualidade. ✨ Embalagem prática com 2 pacotes internos. ✨ Ideal para lanches, viagens ou compartilhar.",Sem Marca,16.39,500,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705864/nikkeybox/products/glico-pretz-salada-palitos-crocantes-xybn/a5j2xoqafyq64bkqw73q.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705866/nikkeybox/products/glico-pretz-salada-palitos-crocantes-xybn/jy1rgta2axw8ottlg7h0.webp",,,,,,,
JE-DOC-0017,JE-DOC-0017,Glico Pretz Tomato – Palitos Crocantes,,Padrão,Doces & Chás,"Uma deliciosa versão dos famosos Pretz japoneses! Feitos com tomate e um toque de azeite de oliva extra virgem, esses palitos assados oferecem um sabor rico, levemente adocicado e muito crocante.  Características: ✨ Palitos assados super crocantes. ✨ Sabor intenso de tomate. ✨ Preparado com azeite de oliva extra virgem. ✨ Embalagem com 2 pacotes internos. ✨ Perfeito para lanches rápidos e práticos.",Sem Marca,22.88,700,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705867/nikkeybox/products/glico-pretz-tomato-palitos-crocantes-0ie9/axcizw99mjd0zq9ztyfk.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705870/nikkeybox/products/glico-pretz-tomato-palitos-crocantes-0ie9/igclbjm8qshmazgicd6c.webp",,,,,,,
JE-COS-0041,JE-COS-0041,Hada Labo Gokujyun Premium Lotion,,Padrão,Cosméticos,"Loção hidratante japonesa de alta performance, formulada com múltiplos tipos de ácido hialurônico para proporcionar hidratação intensa e duradoura. Sua textura rica é rapidamente absorvida, deixando a pele macia, firme e com aspecto saudável, sem sensação pegajosa.  Benefícios:  * 💛 Hidratação profunda e prolongada. * 💧 Ajuda a manter a barreira natural da pele. * ✨ Deixa a pele mais macia, viçosa e preenchida. * 🌿 Sem fragrância, corantes, álcool e óleo mineral. * ✔️ Ideal para peles secas, desidratadas e também para quem busca uma hidratação intensa na rotina noturna.  Modo de uso: Após a limpeza, aplique uma pequena quantidade no rosto e pescoço, espalhando suavemente até completa absorção. Pode ser usado de manhã e à noite.",Sem Marca,71.55,2200,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781774196/nikkeybox/products/hada-labo/wyb58ok5xzmyh7davcc3.jpg",,,,,,,,
JE-COS-0042,JE-COS-0042,Hada Labo Gokujyun Aging Care Lotion,,Padrão,Cosméticos,"Loção hidratante antissinais desenvolvida para ajudar a manter a firmeza, elasticidade e hidratação da pele. Sua fórmula rica auxilia na prevenção do ressecamento, deixando a pele mais macia, preenchida e com aparência saudável.  ✔ Hidratação intensa e duradoura ✔ Ajuda a melhorar a firmeza e elasticidade da pele ✔ Auxilia na redução da aparência de linhas finas ✔ Textura suave e confortável ✔ Ideal para peles maduras ou ressecadas  Pele hidratada, firme e com aspecto mais jovem todos os dias.",Sem Marca,84.53,2600,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781774135/nikkeybox/products/hada-labo-gokujyun-aging-care-lotion-a520/olmiuszrcklkmnak4lpw.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781774136/nikkeybox/products/hada-labo-gokujyun-aging-care-lotion-a520/c69prrk2drfn4asuzlh1.jpg",,,,,,,
JE-COS-0043,JE-COS-0043,Hada Labo Gokujyun Lotion,,Padrão,Cosméticos,"Loção hidratante facial japonesa com textura leve e rápida absorção, enriquecida com ácido hialurônico para proporcionar hidratação profunda sem deixar a pele pesada ou oleosa. Ideal para o uso diário, mantém a pele macia, equilibrada e saudável.  Benefícios: 💧 Hidrata profundamente sem pesar. ✨ Textura leve e de rápida absorção. 🌿 Ajuda a fortalecer a barreira natural da pele. 💙 Deixa a pele macia, viçosa e confortável. ✔️ Indicado para todos os tipos de pele, especialmente mista, oleosa e desidratada. 🚫 Sem fragrância, álcool, corantes e óleo mineral.  Modo de uso: Após a limpeza, aplique uma pequena quantidade no rosto e pescoço, espalhando suavemente até completa absorção. Pode ser usado pela manhã e à noite.",Sem Marca,116.98,3600,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781773895/nikkeybox/products/hada-labo-gokujyun-lotion-586h/i4dken1v8jiisdwfxuqq.jpg",,,,,,,,
JE-COS-0044,JE-COS-0044,Hada Labo Shirojyun Premium Emulsão,,Padrão,Cosméticos,"Loção hidratante e clareadora japonesa desenvolvida para hidratar profundamente enquanto ajuda a reduzir manchas, melasma e marcas de acne. Sua fórmula combina ácido hialurônico com ingredientes clareadores, deixando a pele mais uniforme, luminosa e saudável.  Benefícios: 💙 Ajuda a clarear manchas e uniformizar o tom da pele. 💧 Hidratação intensa e duradoura. ✨ Deixa a pele mais luminosa e viçosa. 🛡️ Auxilia no fortalecimento da barreira natural da pele. 🌿 Textura leve, de rápida absorção, sem sensação pegajosa. ✔️ Indicado para todos os tipos de pele, especialmente para quem busca hidratação e tratamento de manchas.  Modo de uso: Após a limpeza, aplique uma pequena quantidade no rosto e pescoço, espalhando suavemente até completa absorção. Pode ser usado pela manhã e à noite.",Sem Marca,78.04,2400,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781774089/nikkeybox/products/hada-labo-shirojyun-premium-lotion-8iz5/didjjxat7zrdeykzqjbu.jpg",,,,,,,,
JE-COS-0045,JE-COS-0045,Hatomugi Body Milk 400ml,,Padrão,Cosméticos,"Loção corporal hidratante com extrato de Hatomugi (lágrima-de-Jó), que ajuda a nutrir e manter a pele macia, suave e hidratada ao longo do dia. Possui textura leve e rápida absorção, sem deixar sensação pegajosa.  ✔ Hidratação diária para todo o corpo ✔ Com extrato de Hatomugi ✔ Textura leve e confortável ✔ Rápida absorção ✔ Ideal para todos os tipos de pele  Pele macia, hidratada e com toque suave todos os dias.",Sem Marca,78.04,2400,999,1.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781774587/nikkeybox/products/hatomugi-body-milk-locao-corporal-hidrat-m25i/b1ece8d7eir3cbst7del.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781774589/nikkeybox/products/hatomugi-body-milk-locao-corporal-hidrat-m25i/z4l1uhqfdkzilfooyb6b.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781774590/nikkeybox/products/hatomugi-body-milk-locao-corporal-hidrat-m25i/nhe0qhedr6u2xi03vth8.jpg",,,,,,
